product_id,product_category,original_price,discount_applied,units_sold
26940,Power & Batteries,23.26,0,20024
31124,Power & Batteries,23.26,5,21312
28996,Laptops,269.0,40,153
6829,Other Electronics,70.0,15,359
886,Cameras,69.95,15,548
23312,Laptops,16.87,40,504
30648,Power & Batteries,16.61,20,1304
932,Phones,879.99,30,712
14083,Phones,18.99,0,1977
16172,Storage,93.99,40,141
4983,Networking,14.99,40,1627
12843,Other Electronics,40.99,20,132
14850,TV & Display,179.99,15,63
13392,Speakers,149.95,15,105
7264,Chargers & Cables,226.99,0,111
8365,Chargers & Cables,22.99,10,455
9366,Wearables,299.95,10,49
21213,Storage,93.99,40,155
40528,Cameras,89.99,15,229
36554,Phones,26.66,40,154
41896,Other Electronics,9.1,40,947
41021,Phones,144.0,15,134
38441,Laptops,99.99,20,238
15649,Phones,199.99,30,71
41388,Power & Batteries,23.26,30,28451
41856,Cameras,499.99,20,69
13700,Laptops,16.89,40,79
25692,Power & Batteries,25.47,20,25555
606,TV & Display,179.99,5,4268
34661,Phones,18.98,15,617
25402,Laptops,24.99,5,362
9843,Power & Batteries,25.47,10,22235
15071,Other Electronics,33.9,15,112
6996,Chargers & Cables,107.99,15,264
17957,Storage,93.99,0,93
2469,Smart Home,239.99,15,476
37311,Speakers,32.99,10,196
11246,TV & Display,179.99,30,47
5713,Cameras,69.95,30,759
1745,Smart Home,79.99,40,1620
25822,Phones,85.0,15,825
449,Power & Batteries,25.47,30,29001
19369,Cameras,66.22,5,104
37008,Other Electronics,12.23,40,787
29802,Power & Batteries,16.61,15,1164
9989,Phones,9.39,5,317
472,Networking,139.99,20,3833
25473,Laptops,24.99,20,354
16045,Laptops,389.99,0,44
35239,Other Electronics,19.88,15,382
12765,Other Electronics,27.49,20,255
5058,Other Electronics,289.99,20,274
4487,Laptops,179.99,30,391
27412,Phones,238.0,0,51
17488,Storage,93.99,0,99
9175,Laptops,99.99,30,307
13174,Chargers & Cables,85.99,15,59
14534,Networking,89.99,5,111
10930,Other Electronics,12.99,40,441
6894,Phones,119.99,15,1231
31962,Laptops,145.0,5,96
1741,Other Electronics,8.79,0,3930
40979,Other Electronics,9.1,10,697
17176,Cameras,69.95,15,458
1131,Power & Batteries,25.47,10,22754
22527,Cameras,49.95,5,98
32694,Laptops,269.0,15,119
30416,Speakers,69.99,10,340
2526,TV & Display,219.0,10,529
11125,Cameras,19.95,40,342
35491,Other Electronics,12.23,15,576
9007,Cameras,169.99,10,106
24707,Printers & Scanners,80.05,40,164
32283,Laptops,29.99,40,340
27127,Other Electronics,54.99,15,138
1429,Other Electronics,148.75,10,1089
31301,Laptops,145.0,40,173
42341,Printers & Scanners,229.99,0,87
10826,Phones,23.99,15,224
3600,Laptops,59.99,0,1014
30474,Chargers & Cables,34.99,30,426
38186,Phones,119.99,20,108
22686,Cameras,49.95,0,110
8244,Power & Batteries,25.47,10,22608
36815,Networking,799.99,5,63
41809,Laptops,282.04,30,130
26712,Laptops,29.99,0,202
31730,Phones,109.99,40,335
26104,Laptops,38.99,30,257
28115,Laptops,15.96,0,9900
10669,Phones,89.95,40,175
37128,Phones,18.98,0,514
35815,Power & Batteries,44.99,5,211
14887,Speakers,199.99,5,52
18187,Other Electronics,129.94,40,161
15888,Other Electronics,269.0,0,46
34025,Laptops,38.99,20,264
6076,Power & Batteries,16.19,5,1013
31283,Speakers,69.99,5,297
16365,Other Electronics,129.94,5,105
5680,Cameras,69.95,15,609
22993,Laptops,39.99,30,138
25166,Laptops,16.87,0,299
10419,Chargers & Cables,579.99,20,67
41380,Printers & Scanners,239.99,5,112
28830,Headphones,199.95,15,126
31588,Other Electronics,7.29,30,688
23403,Laptops,16.87,10,323
12287,Other Electronics,40.99,40,153
30007,Phones,32.99,10,463
41967,Other Electronics,24.49,5,413
32261,Chargers & Cables,34.99,20,390
18665,Other Electronics,14.29,20,275
25639,Chargers & Cables,34.99,30,302
35041,Phones,13.99,30,556
40888,Cameras,499.99,0,54
4605,Cameras,69.95,40,767
15598,Other Electronics,40.99,40,160
31751,Laptops,634.99,5,54
10179,Other Electronics,38.09,10,110
17636,Other Electronics,129.94,0,93
16381,Cameras,66.01,20,120
3550,Phones,132.99,0,517
30692,Phones,32.99,10,465
23708,Cameras,49.95,20,139
8715,Phones,399.95,30,159
23032,Cameras,269.95,15,126
40871,Phones,144.0,15,103
12858,Power & Batteries,25.47,30,28567
1505,Laptops,2399.99,5,203
3621,Other Electronics,93.58,0,517
6477,Other Electronics,95.82,20,411
29461,Power & Batteries,16.61,30,1452
236,Phones,27.99,40,16345
41918,Phones,39.95,30,394
33976,Phones,129.95,5,226
2286,Phones,119.99,0,1038
42598,Chargers & Cables,329.99,30,74
3574,Laptops,99.95,40,921
829,Other Electronics,59.99,10,3411
9527,Phones,26.95,40,8202
34453,Speakers,109.99,30,144
22753,Storage,199.99,20,121
5534,Laptops,17.45,40,832
1618,Laptops,9.99,0,5103
18047,Chargers & Cables,59.95,40,329
41587,Storage,21.39,20,386
31490,Laptops,38.99,40,309
8933,Storage,199.99,0,85
23954,Headphones,124.99,10,56
28191,Phones,39.99,20,560
3158,Laptops,229.99,15,495
21372,Power & Batteries,28.91,30,293
18781,Power & Batteries,16.61,10,1102
10429,Headphones,192.47,0,99
4762,Wearables,83.89,20,480
26929,Other Electronics,54.99,30,143
26608,Laptops,43.99,10,230
25895,Other Electronics,206.96,0,91
20215,Other Electronics,14.29,40,307
29144,Laptops,269.0,15,104
36953,Phones,34.99,40,341
32932,Other Electronics,7.29,15,599
18520,Cameras,115.13,0,119
36134,Networking,89.99,15,102
32438,Laptops,97.05,10,204
35283,Laptops,25.99,30,717
35217,Smart Home,184.95,40,161
32109,Laptops,29.99,15,229
19900,Other Electronics,129.94,30,141
16094,TV & Display,24.99,5,235
21744,Storage,199.99,15,123
33406,Cameras,74.99,5,228
23610,Power & Batteries,25.47,30,28733
27214,Cameras,23.99,20,492
23235,Laptops,24.99,30,436
19657,Laptops,389.99,10,46
30596,Phones,32.99,20,506
30686,Cameras,74.99,40,299
26780,Phones,32.99,20,526
24608,Cameras,119.99,40,140
42381,Chargers & Cables,1099.99,15,76
20247,Cameras,66.22,15,125
10084,Phones,23.99,15,1206
20103,Other Electronics,14.29,40,330
6952,Other Electronics,119.99,30,437
23073,Other Electronics,475.0,20,69
7029,Cameras,29.99,10,367
33,Other Electronics,20.0,10,78951
37100,Speakers,32.99,40,312
35354,Laptops,321.89,5,55
30544,Speakers,109.99,40,144
18516,Chargers & Cables,59.95,0,193
35477,Phones,27.99,10,346
36997,Phones,27.99,15,370
28818,Headphones,129.99,5,543
24933,Cameras,119.99,40,154
16714,Phones,29.99,15,356
2675,Phones,34.99,20,1309
39903,Chargers & Cables,22.99,20,546
9840,Speakers,50.02,30,278
8941,Power & Batteries,19.17,15,589
7223,Laptops,449.0,10,119
27225,Power & Batteries,16.61,0,988
16648,Cameras,115.3,15,117
21588,Headphones,124.99,40,94
16017,Storage,6.5,10,536
40258,Printers & Scanners,239.99,5,111
20829,Other Electronics,129.94,15,114
24702,Laptops,39.99,5,103
6642,Power & Batteries,25.47,10,22628
21566,Phones,48.62,40,156
5229,Power & Batteries,25.47,10,22633
23181,Printers & Scanners,14.99,10,337
6857,Speakers,36.99,10,338
28462,Speakers,109.99,20,123
19843,TV & Display,24.99,30,267
13331,Speakers,199.99,10,62
40396,Other Electronics,12.23,20,620
42488,Cameras,499.99,0,46
21413,Cameras,66.22,20,130
40478,Cameras,89.99,5,251
26498,Phones,119.99,0,990
36682,Smart Home,184.95,5,107
22962,Printers & Scanners,14.99,30,433
22039,Laptops,39.99,15,129
8616,Phones,89.95,15,118
33675,Phones,119.99,20,1245
41498,Laptops,282.04,40,135
18165,Headphones,124.99,5,54
4224,Other Electronics,104.99,30,723
4891,Laptops,29.99,15,595
6636,TV & Display,24.97,30,716
38686,Phones,18.98,30,726
28595,Phones,179.99,15,124
881,Phones,339.99,15,1187
36582,Laptops,25.99,40,806
1990,Networking,86.04,0,948
4425,Power & Batteries,25.47,0,20013
22264,Phones,49.99,10,3307
41323,Printers & Scanners,239.99,5,92
28696,Phones,79.95,15,112
31470,Laptops,96.5,30,322
12392,Storage,29.99,5,211
17964,Headphones,199.95,10,56
27483,Laptops,539.99,30,74
8171,Phones,29.99,20,494
30632,Phones,119.99,10,1154
31414,Other Electronics,54.99,15,120
3613,Laptops,34.95,20,1279
32651,Headphones,199.95,20,139
14451,Phones,26.66,10,58
25883,Speakers,109.99,15,109
21675,Cameras,49.95,30,158
41488,Printers & Scanners,239.99,20,140
41732,Phones,219.99,10,111
31191,Laptops,43.99,10,231
23718,Phones,48.62,30,150
12281,Speakers,149.95,15,126
37941,Other Electronics,149.99,10,106
28066,Power & Batteries,16.61,10,1160
24098,Cameras,269.95,10,118
26527,Phones,26.66,5,100
9255,Networking,299.99,0,107
23148,Printers & Scanners,14.99,30,445
10402,Other Electronics,17.0,5,332
42260,Printers & Scanners,229.99,10,118
18046,Laptops,389.99,0,58
31673,Phones,15.87,30,5610
37414,Laptops,949.0,20,50
22476,Power & Batteries,25.47,40,32274
25184,Cameras,119.99,30,138
175,TV & Display,11.72,5,31529
7785,Cameras,84.99,5,213
20260,Printers & Scanners,27.33,5,187
16896,Laptops,389.99,30,80
33699,Cameras,74.99,15,205
28383,Phones,15.87,10,4491
40909,Other Electronics,12.23,30,694
25809,Cameras,49.95,20,124
13130,Phones,9.95,40,473
36126,Laptops,321.89,20,57
19295,TV & Display,24.99,20,248
14575,Phones,185.0,10,113
7762,Chargers & Cables,7.99,0,1008
10667,Laptops,24.49,40,444
30324,Power & Batteries,7.79,5,513
9648,Laptops,35.99,10,241
25474,Phones,48.62,5,108
8008,Power & Batteries,16.19,10,1086
3473,Cameras,74.35,5,515
42596,Phones,599.95,10,51
8917,Phones,49.99,0,205
14951,Storage,26.99,30,300
6451,Cameras,69.95,20,576
20002,Power & Batteries,16.61,5,1082
21516,Laptops,39.99,10,125
12818,Other Electronics,8.78,0,384
29029,Laptops,29.99,0,192
19998,Chargers & Cables,85.99,20,60
39694,Laptops,34.99,10,359
36285,Other Electronics,212.06,30,141
28124,Other Electronics,7.29,5,523
4304,Laptops,11.95,30,1372
31272,Cameras,74.99,40,323
35326,TV & Display,169.0,40,84
25691,Cameras,356.99,15,65
23576,Phones,119.99,0,1072
19546,Phones,119.99,40,1592
5987,Phones,79.99,0,315
25194,Printers & Scanners,14.99,20,336
1888,Chargers & Cables,29.99,10,2373
3593,Chargers & Cables,19.99,15,1191
22586,Printers & Scanners,80.05,15,110
39532,Other Electronics,89.95,15,115
4318,Other Electronics,437.97,10,238
8849,Speakers,109.99,5,337
22444,Power & Batteries,16.61,0,971
24331,Power & Batteries,16.61,10,1125
8052,TV & Display,89.95,40,465
28737,Other Electronics,206.96,15,123
7069,Other Electronics,126.99,0,182
39179,Phones,119.99,40,171
12181,Phones,9.95,0,307
23970,Cameras,49.95,15,127
4309,Laptops,251.99,15,386
17271,Chargers & Cables,59.95,0,194
23077,Phones,48.62,20,111
39162,Laptops,25.99,30,698
4581,Phones,64.99,30,704
35585,Phones,119.99,0,86
38241,Other Electronics,269.99,5,106
21716,Laptops,1899.0,5,54
5039,Phones,34.99,40,823
305,Laptops,64.85,20,8979
27375,Speakers,109.99,10,113
28180,Power & Batteries,23.26,0,19813
41445,Laptops,79.99,5,225
17395,Power & Batteries,28.91,0,181
5664,Power & Batteries,25.47,20,25559
26672,Laptops,38.99,40,315
17100,Other Electronics,14.29,15,258
12041,Laptops,50.5,20,144
27856,Networking,143.95,20,268
36625,Laptops,45.99,40,318
35958,Laptops,1649.99,20,48
41521,Printers & Scanners,229.99,5,98
16449,Power & Batteries,28.91,40,337
26263,Other Electronics,54.99,20,150
12790,Phones,9.95,15,410
42363,Other Electronics,169.95,15,115
39437,Other Electronics,55.99,15,341
13512,Speakers,149.95,10,116
36442,Other Electronics,269.99,40,164
5851,Other Electronics,369.99,20,138
35976,TV & Display,29.98,15,353
20061,Laptops,389.99,10,51
18687,Printers & Scanners,27.33,20,281
3263,Printers & Scanners,99.99,20,1014
7553,Power & Batteries,38.98,0,40123
39917,Chargers & Cables,1099.99,20,54
24339,Cameras,49.95,30,148
29740,Power & Batteries,16.61,0,1003
30669,Laptops,29.99,40,323
32585,Chargers & Cables,19.98,5,388
4505,Other Electronics,38.74,30,743
9896,Printers & Scanners,23.96,5,427
15996,Laptops,369.0,10,38
2020,Other Electronics,24.99,30,2858
37078,Phones,27.99,0,321
740,Laptops,39.99,5,4419
40737,Phones,179.95,5,2133
32313,TV & Display,79.0,5,104
23231,Laptops,1899.0,20,49
21083,Power & Batteries,25.49,0,201
6627,Other Electronics,136.79,5,224
22618,Printers & Scanners,80.05,0,99
27065,Other Electronics,7.29,15,580
28729,Phones,15.87,15,4822
16967,Phones,29.99,30,434
13323,Phones,199.99,20,63
20197,Cameras,66.22,15,139
22280,Gaming,329.99,10,231
3928,Phones,129.0,0,488
3599,Storage,164.99,5,547
24909,Power & Batteries,17.99,10,101410
39697,Networking,89.99,30,143
32825,Power & Batteries,40.99,10,205
34187,Power & Batteries,23.26,30,28617
31131,Chargers & Cables,34.99,40,502
2131,Phones,279.99,15,591
21525,Cameras,269.95,0,102
28478,Phones,109.99,30,302
9318,Other Electronics,14.29,5,535
22146,Headphones,124.99,10,60
4920,Printers & Scanners,23.99,40,780
4914,Other Electronics,49.99,40,765
17809,Cameras,115.0,30,133
6569,Other Electronics,325.86,20,96
8190,Cameras,19.99,30,751
9321,Phones,5.99,40,873
23159,Headphones,124.99,5,52
10993,Cameras,249.99,15,60
40622,Chargers & Cables,1099.99,0,45
25254,Laptops,39.99,20,144
31022,Laptops,145.0,5,115
29889,Laptops,43.99,30,286
7904,Power & Batteries,84.99,5,216
16663,Cameras,66.01,10,107
7163,Other Electronics,176.0,40,306
27467,Speakers,69.99,5,319
27186,Power & Batteries,40.99,0,214
29974,Laptops,38.99,0,193
38290,Phones,119.99,5,115
14733,Other Electronics,269.0,40,70
34386,Speakers,69.99,10,340
1641,Chargers & Cables,7.19,20,6339
6583,Cameras,65.99,30,542
21638,Headphones,124.99,40,81
18052,Laptops,369.0,20,59
32299,Printers & Scanners,609.0,10,50
23188,Cameras,269.95,15,110
41548,Printers & Scanners,229.99,0,107
89,Phones,49.99,15,2384
24130,Storage,199.99,30,137
25522,Cameras,49.95,10,124
22848,Other Electronics,475.0,30,68
25903,Laptops,38.99,15,252
27753,Power & Batteries,7.79,10,570
37615,Laptops,25.99,20,592
19025,Other Electronics,14.29,20,264
37592,Laptops,321.89,15,67
3052,Laptops,299.95,15,530
14041,Phones,23.99,0,977
2409,Phones,29.99,20,2512
6883,Other Electronics,48.98,0,314
19590,Cameras,130.0,15,120
42470,Printers & Scanners,229.99,30,139
20315,Cameras,130.0,10,124
15346,Speakers,149.95,20,134
32038,Phones,32.99,10,488
1080,Laptops,87.99,0,1022
22627,Laptops,1899.0,0,45
6941,Other Electronics,526.94,5,96
249,Power & Batteries,16.99,30,28586
3381,Power & Batteries,25.47,40,32540
38700,Laptops,139.99,40,170
9341,Laptops,109.99,20,289
6274,TV & Display,63.17,20,375
15343,Phones,23.99,0,1028
30896,Laptops,145.0,40,157
11704,Phones,185.0,30,157
16956,Cameras,115.3,40,159
38846,Other Electronics,149.99,10,119
37619,Other Electronics,19.88,20,384
26010,Power & Batteries,40.99,0,169
2390,Other Electronics,69.19,40,1642
16592,Other Electronics,129.94,40,148
29510,Laptops,239.0,5,54
27777,Power & Batteries,23.26,15,23746
15898,Speakers,149.95,20,114
29168,Cameras,23.99,30,558
1171,Power & Batteries,47.99,15,2419
37610,Phones,13.99,10,435
16515,Chargers & Cables,59.95,5,215
25457,Printers & Scanners,80.05,20,145
8023,Cameras,69.95,15,611
22830,Printers & Scanners,14.99,30,433
11366,Other Electronics,10.6,40,472
15478,Laptops,49.99,15,124
1089,Speakers,299.99,0,1022
6554,Phones,74.89,15,323
37467,Phones,18.98,10,548
30059,Power & Batteries,9.99,15,1216
6420,Power & Batteries,25.47,10,22234
36865,Laptops,25.99,10,614
37637,Other Electronics,24.99,30,440
27523,Phones,119.99,0,970
31187,Laptops,38.99,40,337
37947,Other Electronics,89.95,5,99
3090,Other Electronics,41.99,10,1121
6848,Other Electronics,10.8,15,1131
31509,Power & Batteries,16.61,30,1380
25198,Chargers & Cables,34.99,15,251
41012,Other Electronics,149.99,10,110
25695,Phones,8.99,30,709
24569,Storage,99.99,15,1165
11726,Storage,29.99,40,311
20374,Chargers & Cables,85.99,40,83
2854,Chargers & Cables,72.99,20,1208
6815,Cameras,1199.0,0,46
3344,Laptops,107.99,15,606
31901,Chargers & Cables,34.99,0,307
24739,Laptops,39.99,10,105
38433,Laptops,139.99,10,119
3047,Power & Batteries,16.19,10,1109
3686,Other Electronics,11.54,0,1009
20935,Cameras,66.22,40,189
6988,Storage,165.99,15,109
26620,Power & Batteries,40.99,40,334
27886,Power & Batteries,16.61,20,1262
13597,Phones,199.99,40,83
33648,Speakers,69.99,0,297
28319,Other Electronics,54.99,30,140
8656,Laptops,19.99,40,621
9726,Phones,22.61,20,350
25310,Cameras,356.99,15,73
30437,Laptops,38.99,15,228
37699,Other Electronics,89.95,0,107
8300,TV & Display,14.39,5,537
30578,Networking,78.99,20,261
5023,Other Electronics,569.95,10,61
26424,Chargers & Cables,19.98,20,487
19844,Cameras,66.22,40,171
41064,Cameras,59.99,15,227
15585,Phones,49.99,30,275
4944,Phones,427.99,15,98
11320,Other Electronics,33.9,40,171
36775,Speakers,32.99,0,207
2182,Other Electronics,229.99,5,553
31920,Cameras,23.99,10,491
30743,Cameras,74.99,20,239
4761,Other Electronics,9.13,5,1086
34600,Networking,89.99,10,113
36613,Laptops,139.99,15,116
34208,Other Electronics,206.96,30,146
19711,Cameras,66.22,15,112
11922,Storage,29.99,0,221
20054,Cameras,66.22,0,109
33974,Laptops,634.99,30,75
18001,Power & Batteries,25.49,20,264
35170,Networking,799.99,40,79
26568,Laptops,739.0,5,67
11091,Storage,25.99,30,452
1044,Other Electronics,199.0,5,1057
26807,Phones,32.99,10,438
24789,Phones,48.62,20,103
2525,TV & Display,21.19,0,1057
39439,Laptops,1649.99,20,70
25853,Phones,238.0,15,63
11482,Headphones,99.99,0,88
30568,Other Electronics,77.0,5,87
23936,Storage,199.99,40,168
14882,Chargers & Cables,85.99,0,57
24729,Storage,119.99,15,49
9601,Other Electronics,39.99,0,290
22070,Headphones,213.0,30,72
23919,Laptops,24.99,40,476
42277,Chargers & Cables,15.98,5,556
41331,Laptops,79.99,15,231
15570,TV & Display,179.99,30,91
20711,Phones,199.95,10,108
4557,Power & Batteries,25.47,20,25753
26231,TV & Display,79.0,30,125
32160,Laptops,38.99,10,228
7251,TV & Display,1679.0,15,52
16496,Laptops,369.0,40,86
42633,Laptops,282.04,15,133
21461,Cameras,49.95,15,118
7115,Other Electronics,1499.99,5,45
13915,Phones,49.99,15,223
9587,Speakers,44.99,20,365
10136,Cameras,309.99,5,95
39724,Cameras,769.0,15,65
9089,Printers & Scanners,275.0,5,107
42586,Phones,49.99,20,3710
889,Laptops,199.99,20,1232
42454,Phones,219.99,30,134
233,TV & Display,10.14,5,10467
13804,Storage,29.99,40,324
24113,Phones,48.62,0,92
20516,Chargers & Cables,59.95,10,221
33892,Laptops,38.99,40,329
232,Phones,448.0,40,6445
26908,Power & Batteries,16.61,40,1621
39649,Other Electronics,89.95,15,126
4189,Other Electronics,17.1,10,1127
8768,TV & Display,119.95,40,178
27724,Laptops,97.0,20,256
17082,Phones,29.99,10,344
30288,Headphones,199.95,40,155
6634,Cameras,99.99,0,411
32151,Laptops,145.0,10,109
9228,Laptops,82.47,30,132
17390,Laptops,369.0,10,55
31647,Other Electronics,54.99,40,173
2892,Chargers & Cables,27.99,20,1269
41160,Chargers & Cables,22.99,20,517
20052,Storage,93.99,30,134
143,Other Electronics,8.99,15,48035
1111,Phones,29.99,40,6553
9513,Chargers & Cables,69.99,5,229
24413,Power & Batteries,17.99,15,107591
37360,Phones,27.99,20,379
27786,Power & Batteries,7.79,15,628
37602,Other Electronics,89.95,10,112
39493,TV & Display,29.98,10,332
32645,Wearables,699.99,20,76
3526,Phones,36.99,40,1539
18281,Cameras,66.01,20,123
4566,Phones,64.99,15,672
30489,Other Electronics,206.96,15,124
17986,Storage,93.99,10,109
13472,Storage,26.99,40,326
25769,Storage,199.99,5,97
29320,Cameras,74.99,30,280
28577,Headphones,199.95,5,102
11784,Other Electronics,12.99,20,135
3973,Laptops,179.99,15,492
23482,Laptops,24.99,5,303
2863,Phones,249.0,40,968
17784,Phones,37.99,40,506
3559,Laptops,27.99,15,1202
19393,Headphones,124.99,0,56
4861,Printers & Scanners,37.11,10,470
5609,Laptops,114.89,30,450
8161,Cameras,69.95,15,568
30516,Power & Batteries,23.26,30,28725
26483,Laptops,29.99,40,304
2815,Cameras,69.95,15,634
1327,Power & Batteries,13.98,15,6109
14416,Power & Batteries,25.99,30,291
20381,TV & Display,24.99,40,349
21844,Laptops,1899.0,40,84
4422,Phones,119.99,30,1430
28603,Laptops,539.99,5,48
16619,Laptops,389.99,15,55
8534,Speakers,74.99,0,187
21420,Phones,8.99,5,567
38971,Phones,13.99,20,486
1175,Laptops,1619.0,20,522
13903,Chargers & Cables,85.99,10,64
6972,Speakers,89.99,40,505
9526,Phones,24.96,0,513
24879,Power & Batteries,25.47,40,32684
9635,Other Electronics,9.99,40,793
9063,Phones,99.99,15,109
3845,Wearables,419.99,0,285
1779,Power & Batteries,25.47,20,25312
40354,Printers & Scanners,229.99,15,131
14764,Phones,49.99,0,211
42339,Other Electronics,169.95,30,124
4598,Phones,123.57,5,417
7769,Printers & Scanners,275.0,15,111
18965,Phones,199.95,40,155
4252,Cameras,69.95,30,755
10368,Phones,16.89,5,338
35846,TV & Display,29.98,0,287
33497,Power & Batteries,16.61,15,1131
32711,Power & Batteries,7.79,40,829
4742,Laptops,159.99,10,213
33228,Laptops,97.05,10,222
8535,Power & Batteries,499.99,20,137
18023,Printers & Scanners,27.33,30,277
32206,Power & Batteries,16.61,15,1169
28408,Networking,78.99,30,300
24952,Headphones,124.99,0,56
30341,Laptops,539.99,40,91
5568,Other Electronics,1799.99,10,58
25003,Printers & Scanners,80.05,40,178
4214,Phones,349.0,30,153
1342,Laptops,174.99,40,1641
27942,Laptops,269.0,20,117
23816,Printers & Scanners,14.99,15,350
30015,Laptops,269.0,10,123
1749,Smart Home,149.99,30,1443
30379,Phones,109.99,30,284
17824,Cameras,66.01,40,168
6771,Power & Batteries,15.99,15,774
33024,Power & Batteries,16.61,40,1616
24227,Cameras,269.95,20,134
3711,Networking,599.99,0,288
25124,Power & Batteries,17.99,20,114545
22714,Headphones,124.99,0,42
10855,Speakers,35.99,5,210
33218,Headphones,199.95,30,157
15997,Printers & Scanners,27.33,30,292
30325,Laptops,269.0,10,125
7299,Power & Batteries,25.47,5,21232
2316,Phones,23.99,30,2804
26571,Printers & Scanners,609.0,0,45
27569,Phones,238.0,15,62
29679,Other Electronics,206.96,0,96
9629,Cameras,998.0,40,66
23694,Phones,48.62,30,149
16205,Storage,93.99,30,158
10326,Laptops,8.66,40,780
1786,Phones,24.99,0,1971
3373,Phones,58.95,15,1126
5008,Cameras,69.95,5,558
31228,Networking,78.99,30,278
29135,Cameras,23.99,10,416
16254,Other Electronics,14.29,0,174
22548,Laptops,39.99,0,91
41853,Cameras,89.99,10,215
11602,Other Electronics,659.0,40,71
9913,Other Electronics,109.99,0,93
26736,Laptops,539.99,10,52
32961,Speakers,109.99,10,104
39836,TV & Display,29.98,10,324
6425,Phones,64.99,15,369
22803,Printers & Scanners,14.99,5,302
17489,TV & Display,24.99,5,195
14015,Other Electronics,33.9,20,141
30350,Phones,32.99,15,442
34816,Phones,34.99,20,245
26818,Power & Batteries,16.61,30,1470
20489,Chargers & Cables,59.95,40,327
14618,Headphones,99.99,5,93
26070,Printers & Scanners,609.0,5,48
18718,Other Electronics,129.94,5,89
3369,Printers & Scanners,46.99,0,982
5530,Other Electronics,15.39,20,1197
22672,Phones,8.99,40,805
37290,Phones,13.99,15,483
26036,Chargers & Cables,34.99,20,398
38158,Other Electronics,89.95,30,137
31127,Speakers,69.99,5,344
7924,Cameras,69.95,15,575
15491,Headphones,99.99,20,135
23339,Cameras,269.95,5,106
28843,Laptops,97.0,5,206
28052,Speakers,69.99,15,354
16135,Other Electronics,14.29,30,284
22001,Storage,599.99,10,1083
41767,Other Electronics,149.99,15,145
60,Laptops,71.87,10,22579
27146,Laptops,38.99,30,286
4393,Power & Batteries,16.19,0,973
10506,Speakers,57.95,40,157
40880,Other Electronics,9.1,15,685
17437,Cameras,115.3,10,102
39098,Other Electronics,149.99,30,133
22791,Other Electronics,475.0,20,72
4182,Phones,149.99,5,322
32983,Headphones,199.95,0,96
15837,Storage,29.99,15,233
7713,Other Electronics,550.95,10,58
19633,Chargers & Cables,59.95,20,269
3514,Power & Batteries,16.19,10,1144
36168,Laptops,949.0,30,64
636,Storage,94.99,15,4736
34770,Other Electronics,55.99,30,449
11308,Other Electronics,8.94,10,467
14201,Laptops,299.99,15,59
17339,Cameras,115.3,40,141
36064,Power & Batteries,44.99,10,251
12197,Chargers & Cables,12.8,5,307
29540,Power & Batteries,7.79,15,579
12976,Power & Batteries,112.08,40,160
26774,Phones,109.99,15,252
36294,Other Electronics,24.99,0,299
21288,Laptops,349.0,5,59
2775,TV & Display,21.99,15,1234
26652,Speakers,109.99,20,122
30104,Laptops,29.99,10,230
15279,Power & Batteries,25.47,20,25429
15440,Speakers,199.99,10,40
26555,Other Electronics,7.29,30,720
40129,Other Electronics,12.23,10,591
5572,Phones,49.99,0,1964
38516,Other Electronics,55.99,40,500
40985,Chargers & Cables,1099.99,30,74
12240,Storage,26.99,15,223
27374,Power & Batteries,40.99,10,240
41268,Chargers & Cables,15.98,0,517
14952,Speakers,199.99,20,70
27693,Phones,26.66,40,168
38471,Phones,27.99,30,468
16773,Cameras,66.01,40,137
17317,Other Electronics,14.29,30,305
38022,Other Electronics,55.99,0,315
20233,Cameras,115.13,20,122
9137,TV & Display,129.97,30,88
32580,Other Electronics,54.99,15,123
4113,Other Electronics,26.99,40,1594
41566,Cameras,89.99,10,236
210,Laptops,22.99,40,16238
35722,Phones,18.98,40,795
30780,Laptops,43.99,5,210
13693,Power & Batteries,25.99,20,247
7098,Speakers,119.99,40,358
13198,Cameras,122.0,10,109
24807,Storage,199.99,5,86
15236,Speakers,199.99,30,62
32988,Speakers,69.99,5,316
28367,TV & Display,79.0,20,118
2305,Power & Batteries,19.98,10,112907
36161,Cameras,769.0,30,78
33960,Speakers,69.99,40,519
15419,Networking,89.99,30,153
9948,Cameras,49.99,40,168
33521,Power & Batteries,40.99,30,282
27417,Power & Batteries,23.26,30,28917
11515,Power & Batteries,25.99,40,313
30730,Laptops,97.05,5,202
16048,Other Electronics,129.94,30,131
33779,Chargers & Cables,19.98,0,396
39684,Laptops,45.99,30,263
28579,Phones,32.99,30,575
28881,Other Electronics,7.29,0,499
29113,Power & Batteries,7.79,10,570
8997,Laptops,63.99,40,303
8011,Speakers,135.99,15,121
804,Phones,17.7,0,6962
10051,Phones,24.96,20,647
41991,Laptops,429.0,10,64
910,Laptops,59.95,30,4330
30311,Cameras,74.99,5,208
6779,TV & Display,220.96,0,214
26962,Other Electronics,54.99,10,115
30386,Laptops,449.0,10,322
41129,Laptops,8.99,30,724
16420,Power & Batteries,28.91,15,241
5078,Cameras,189.95,5,197
28294,Phones,15.87,5,4208
16162,Headphones,124.99,5,52
31200,Power & Batteries,40.99,40,283
10905,Phones,249.95,20,68
39009,Cameras,49.99,10,213
26366,Power & Batteries,40.99,20,242
6864,Laptops,5.88,20,1257
